,longitude,latitude,median_house_value,population
4505,-118.2,34.05,147200.0,2490.0
5000,-118.28,33.99,95000.0,1861.0
2687,-115.55,32.98,143000.0,952.0
19696,-121.62,39.11,97200.0,1245.0
13462,-117.38,34.13,112900.0,1844.0
10219,-117.88,33.89,173300.0,353.0
18480,-121.56,37.08,393100.0,3439.0
12283,-116.77,33.92,63000.0,1266.0
7886,-118.04,33.88,297300.0,3059.0
8507,-118.3,33.88,242100.0,1881.0
14929,-117.01,32.66,293900.0,4495.0
7517,-118.25,33.9,113100.0,614.0
8481,-118.29,33.93,137200.0,3590.0
10272,-117.87,33.87,297100.0,1534.0
921,-121.93,37.53,243500.0,2855.0
1086,-121.85,39.72,98800.0,5022.0
8178,-118.11,33.8,244800.0,744.0
12694,-121.4,38.56,327800.0,838.0
15831,-122.43,37.76,437500.0,861.0
9430,-122.9,38.28,163500.0,627.0
5081,-118.3,33.98,102400.0,1176.0
12832,-121.42,38.68,112200.0,1019.0
1362,-122.0,38.03,165900.0,1235.0
5852,-118.32,34.17,250000.0,1202.0
6425,-118.0,34.13,158100.0,742.0
18801,-121.83,40.69,87500.0,477.0
14055,-117.13,32.75,135000.0,2051.0
2232,-119.78,36.85,79500.0,292.0
16395,-121.22,38.0,162100.0,783.0
6803,-118.13,34.08,228400.0,1367.0
9646,-120.85,37.05,140600.0,1198.0
3256,-120.13,35.87,71300.0,13.0
10883,-117.89,33.71,266300.0,926.0
19786,-122.86,40.56,81300.0,423.0
9150,-118.52,34.44,185000.0,519.0
8621,-118.38,33.86,329300.0,908.0
4450,-118.21,34.07,168800.0,1312.0
7539,-118.22,33.9,110400.0,679.0
5485,-118.46,33.99,500001.0,478.0
2129,-119.72,36.8,85700.0,1340.0
2414,-119.43,36.59,63300.0,1266.0
17493,-119.77,34.43,500001.0,1604.0
4192,-118.23,34.12,183800.0,974.0
7201,-118.18,34.02,150700.0,1484.0
20276,-119.21,34.19,242900.0,2754.0
5453,-118.46,34.0,326700.0,248.0
6798,-118.14,34.07,220400.0,523.0
17758,-121.8,37.35,240700.0,1756.0
18080,-122.04,37.29,500001.0,1252.0
18901,-122.26,38.11,98400.0,670.0
6424,-118.0,34.14,166900.0,800.0
1383,-122.09,37.99,205400.0,1773.0
5148,-118.27,33.97,90100.0,1310.0
12083,-117.36,33.88,189800.0,1361.0
12104,-117.33,33.97,162500.0,1275.0
9178,-118.53,34.37,333700.0,1342.0
2635,-124.16,40.6,85100.0,642.0
7553,-118.18,33.91,134400.0,878.0
7831,-118.15,33.9,144600.0,1855.0
6664,-118.13,34.16,215000.0,1107.0
169,-122.25,37.79,97500.0,1475.0
4410,-118.25,34.09,210000.0,957.0
20390,-118.91,34.22,312000.0,2659.0
17218,-119.7,34.43,300000.0,412.0
10880,-117.89,33.71,202400.0,1092.0
17949,-121.96,37.34,254100.0,373.0
11936,-117.4,33.94,116000.0,466.0
6422,-118.0,34.13,167000.0,1869.0
16962,-122.31,37.54,396900.0,492.0
15370,-117.24,33.4,227000.0,1322.0
5282,-118.47,34.06,500001.0,2937.0
11010,-117.77,33.76,500001.0,1200.0
6677,-118.1,34.15,199000.0,543.0
9800,-121.92,36.56,369100.0,643.0
16186,-121.29,37.95,22500.0,167.0
13345,-117.64,34.05,95700.0,1684.0
137,-122.19,37.82,365900.0,635.0
8028,-118.12,33.84,215800.0,565.0
6532,-118.08,34.07,205500.0,3775.0
14485,-117.29,32.92,500001.0,823.0
19336,-122.78,38.53,250800.0,1889.0
5528,-118.4,33.96,363600.0,877.0
10423,-117.62,33.47,294200.0,661.0
19589,-120.83,37.58,171400.0,757.0
8698,-118.35,33.87,261300.0,886.0
13289,-117.66,34.06,114900.0,2174.0
3934,-118.57,34.22,258400.0,1702.0
3263,-122.88,39.14,106300.0,521.0
5194,-118.26,33.92,98900.0,705.0
10341,-117.8,33.78,242000.0,2442.0
7836,-118.15,33.91,146100.0,1721.0
9889,-122.3,38.3,154600.0,450.0
19422,-121.04,37.7,197500.0,121.0
9338,-122.61,37.99,289600.0,3108.0
15364,-117.21,33.34,325700.0,2312.0
2992,-119.0,35.31,53300.0,767.0
9605,-120.46,37.31,87800.0,953.0
6418,-118.0,34.15,178300.0,1544.0
1397,-122.07,37.96,197100.0,836.0
7792,-118.08,33.89,123400.0,1545.0
6757,-118.11,34.1,292900.0,1329.0
7613,-118.23,33.88,109800.0,763.0
5098,-118.31,33.97,124200.0,823.0
3068,-119.25,35.76,57300.0,2175.0
18517,-122.04,36.98,404700.0,866.0
10436,-117.61,33.43,187500.0,604.0
2512,-122.2,39.75,63700.0,1616.0
9240,-119.88,36.93,101200.0,1590.0
15682,-122.43,37.8,500000.0,925.0
20610,-121.56,39.1,45500.0,1195.0
8310,-118.12,33.77,463500.0,1941.0
14960,-116.92,32.76,181300.0,947.0
6377,-118.02,34.15,307400.0,980.0
17183,-122.5,37.51,371800.0,355.0
2495,-120.22,36.49,56000.0,1679.0
11648,-118.03,33.86,289300.0,1014.0
13194,-117.69,34.08,128200.0,2026.0
19305,-122.87,38.39,271400.0,541.0
7811,-118.1,33.89,182100.0,498.0
17704,-121.82,37.31,219400.0,1267.0
2085,-119.8,36.76,78400.0,832.0
12162,-117.11,33.75,96100.0,1845.0
17039,-122.25,37.49,394700.0,1790.0
8138,-118.1,33.83,222500.0,702.0
3100,-117.69,35.65,87500.0,520.0
14229,-117.04,32.67,137500.0,2139.0
10282,-117.78,33.86,246100.0,1769.0
3686,-118.37,34.21,175700.0,2164.0
6138,-117.97,34.08,164100.0,1961.0
12030,-117.46,33.93,132800.0,3043.0
19962,-119.29,36.12,129200.0,641.0
8492,-118.3,33.9,224100.0,2099.0
12596,-121.48,38.53,103900.0,708.0
14002,-117.1,34.57,112800.0,1938.0
8825,-118.36,34.09,243800.0,1845.0
13488,-117.36,34.1,88600.0,1227.0
14923,-117.06,32.64,186100.0,1883.0
14000,-117.24,34.59,186100.0,1869.0
19405,-120.99,37.7,160900.0,4356.0
6602,-118.16,34.19,149200.0,1641.0
18781,-122.29,40.39,76400.0,887.0
16936,-122.32,37.56,500001.0,691.0
13054,-121.27,38.62,95600.0,1066.0
16934,-122.32,37.56,237500.0,377.0
8801,-118.38,33.77,418300.0,4713.0
714,-122.09,37.68,197500.0,704.0
2678,-115.52,32.98,66400.0,1244.0
8678,-118.32,33.88,269000.0,722.0
4021,-118.51,34.17,219000.0,1411.0
13381,-117.61,34.12,156900.0,3954.0
15103,-116.99,32.85,134200.0,3025.0
14497,-117.23,32.87,204200.0,1034.0
8262,-118.17,33.77,218800.0,1047.0
11698,-117.97,33.89,181800.0,764.0
6892,-118.09,34.04,168500.0,3842.0
6,-122.25,37.84,299200.0,1094.0
7220,-118.16,34.02,166000.0,1511.0
14932,-116.99,32.64,193500.0,2046.0
15819,-122.42,37.76,212500.0,2075.0
18473,-121.69,37.14,386200.0,1618.0
6863,-118.13,34.05,268400.0,1879.0
8365,-118.35,33.97,128100.0,1130.0
17475,-119.89,34.44,271200.0,1514.0
12862,-121.39,38.69,88400.0,1508.0
16316,-121.32,38.0,101500.0,1114.0
4068,-118.48,34.15,495500.0,990.0
6237,-117.96,34.06,167300.0,1462.0
11833,-120.18,39.28,141300.0,701.0
5277,-118.51,34.04,500001.0,1660.0
20451,-118.9,34.26,321300.0,11956.0
13671,-117.27,34.07,82100.0,401.0
7277,-118.25,33.99,92900.0,2312.0
10228,-117.93,33.87,168000.0,1237.0
18943,-122.04,38.28,135000.0,2129.0
20166,-119.29,34.44,243100.0,2361.0
13966,-116.99,34.3,157100.0,410.0
1023,-119.93,38.72,97900.0,573.0
5598,-118.27,33.8,177700.0,980.0
16445,-121.3,38.13,131800.0,1298.0
5332,-118.47,34.04,268800.0,2719.0
17299,-119.51,34.4,314300.0,411.0
19138,-122.69,38.32,183600.0,1938.0
12428,-116.21,33.68,100000.0,625.0
20397,-118.86,34.22,232200.0,886.0
13745,-117.17,34.08,138100.0,842.0
6527,-118.05,34.06,162500.0,722.0
4028,-118.56,34.18,457300.0,770.0
12022,-117.5,33.96,139200.0,4861.0
5885,-118.34,34.16,244500.0,608.0
3242,-119.58,36.11,61600.0,1397.0
8454,-118.35,33.9,237000.0,2299.0
16533,-121.18,37.79,112500.0,509.0
13728,-117.18,34.05,122300.0,1323.0
6451,-118.04,34.12,500001.0,984.0
12146,-117.2,33.72,110100.0,1674.0
9376,-122.5,37.92,300900.0,974.0
13334,-117.67,34.05,167500.0,1717.0
3848,-118.45,34.18,246400.0,861.0
18392,-121.87,37.27,279300.0,721.0
10445,-117.6,33.43,414000.0,1392.0
2111,-119.74,36.76,58700.0,1621.0
11583,-118.04,33.76,294900.0,1623.0
5532,-118.42,33.97,365200.0,562.0
18176,-122.0,37.36,368300.0,1158.0
3926,-118.54,34.19,239200.0,2199.0
10898,-117.84,33.74,121400.0,4715.0
10407,-117.58,33.66,215000.0,1693.0
11942,-117.42,33.94,113900.0,1094.0
6864,-118.14,34.05,236400.0,954.0
14046,-117.13,32.77,171700.0,1098.0
558,-122.23,37.76,248500.0,374.0
18703,-122.38,40.57,58200.0,1479.0
19995,-119.35,36.19,67800.0,734.0
9656,-120.64,36.99,75700.0,1168.0
6095,-117.88,34.12,178000.0,522.0
2727,-115.54,32.79,60400.0,1370.0
11524,-118.05,33.72,226100.0,900.0
7873,-118.14,33.88,179500.0,1662.0
17354,-120.43,34.89,158200.0,1384.0
15186,-117.05,33.05,278600.0,2741.0
16953,-122.32,37.52,480800.0,2557.0
6846,-118.11,34.06,192300.0,2221.0
20525,-121.56,38.44,141700.0,653.0
17797,-121.82,37.38,330800.0,1687.0
14305,-117.14,32.71,100000.0,975.0
7567,-118.2,33.9,103200.0,2093.0
19851,-119.21,36.39,53500.0,1013.0
4165,-118.2,34.11,185700.0,1809.0
10810,-117.93,33.64,192900.0,1478.0
10184,-117.94,33.88,256000.0,770.0
6134,-118.0,34.07,138500.0,1609.0
13901,-116.56,34.06,69600.0,2568.0
5048,-118.37,34.02,246800.0,900.0
1470,-121.98,37.95,265900.0,1317.0
8213,-118.18,33.79,162500.0,1201.0
15726,-122.45,37.78,322700.0,897.0
17119,-122.14,37.48,148900.0,981.0
6407,-118.02,34.13,429000.0,980.0
18321,-122.13,37.45,500001.0,510.0
13241,-117.66,34.13,254100.0,1523.0
15843,-122.42,37.74,328100.0,856.0
4401,-118.28,34.08,169100.0,1568.0
7721,-118.11,33.94,255400.0,1036.0
20519,-121.53,38.58,76400.0,2414.0
15115,-117.01,32.85,151400.0,1401.0
6335,-117.96,33.99,311100.0,1348.0
9331,-122.5,37.97,187500.0,5917.0
6815,-118.08,34.1,213200.0,1605.0
4824,-118.31,34.04,208300.0,2390.0
7100,-117.99,33.9,202800.0,1235.0
2252,-119.83,36.8,90100.0,1586.0
14105,-117.1,32.75,92400.0,2120.0
11782,-121.24,38.78,136500.0,249.0
1869,-119.95,38.95,92200.0,952.0
20099,-120.24,37.96,79400.0,935.0
14129,-117.09,32.75,95500.0,1482.0
10843,-117.9,33.68,249200.0,3903.0
13300,-117.63,34.08,111700.0,1257.0
4821,-118.31,34.05,190600.0,1768.0
9868,-121.84,36.6,191800.0,1616.0
8760,-118.44,33.81,500001.0,1647.0
3023,-119.46,35.17,50800.0,1998.0
16562,-121.43,37.78,163500.0,585.0
15834,-122.44,37.75,368900.0,801.0
1199,-121.7,39.37,57000.0,911.0
19392,-120.85,37.77,75000.0,261.0
9162,-118.48,34.42,229000.0,728.0
1277,-121.6,37.9,340900.0,4276.0
17092,-122.23,37.47,276600.0,3057.0
19455,-120.95,37.66,188400.0,1990.0
16289,-121.3,37.92,73900.0,3201.0
715,-122.09,37.69,150000.0,273.0
1670,-122.23,38.05,147100.0,638.0
11188,-117.93,33.83,186300.0,1131.0
8503,-118.3,33.87,234900.0,823.0
14100,-117.09,32.76,122500.0,816.0
9349,-122.56,37.97,398900.0,735.0
361,-122.12,37.75,250000.0,808.0
13328,-117.66,34.05,113600.0,2533.0
3975,-118.62,34.2,244800.0,1120.0
5871,-118.35,34.17,225000.0,365.0
6955,-118.06,33.98,186900.0,615.0
8703,-118.34,33.84,309700.0,740.0
13098,-121.4,38.47,130600.0,10329.0
16844,-122.43,37.63,342300.0,2154.0
19544,-120.98,37.64,65000.0,2052.0
10281,-117.82,33.89,278900.0,1431.0
4842,-118.29,34.03,168800.0,2381.0
17215,-119.7,34.43,418400.0,678.0
13531,-117.32,34.19,109000.0,999.0
3458,-118.44,34.31,160100.0,2661.0
17036,-122.25,37.5,345000.0,752.0
5412,-118.44,34.01,418800.0,534.0
8019,-118.1,33.84,209100.0,316.0
1157,-121.47,39.51,97500.0,1304.0
10166,-117.93,33.9,500001.0,956.0
12821,-121.51,38.69,108600.0,450.0
6301,-117.96,34.02,133300.0,460.0
20035,-119.01,36.07,50900.0,1330.0
18184,-122.04,37.37,311600.0,1201.0
8618,-118.38,33.86,365500.0,1798.0
460,-122.26,37.87,175000.0,3337.0
7955,-118.16,33.88,170300.0,1804.0
20187,-119.18,34.27,279500.0,910.0
12154,-117.23,33.68,125900.0,1476.0
13384,-117.6,34.11,155700.0,3360.0
14258,-117.11,32.7,83300.0,1920.0
291,-122.16,37.77,156300.0,446.0
6003,-117.77,34.08,214800.0,2817.0
19824,-119.48,36.5,110300.0,1968.0
9463,-123.73,39.44,165000.0,380.0
16005,-122.45,37.74,349500.0,642.0
15693,-122.44,37.79,500001.0,483.0
10027,-121.04,39.24,125700.0,471.0
13220,-117.7,34.0,193100.0,2711.0
6735,-118.1,34.12,500001.0,636.0
6097,-117.87,34.11,199600.0,2105.0
4680,-118.34,34.07,500001.0,1203.0
9936,-122.3,38.25,163400.0,1476.0
7359,-118.18,33.96,137500.0,402.0
16547,-121.22,37.81,121500.0,1191.0
8670,-118.37,33.82,381200.0,1338.0
18869,-122.22,38.1,111900.0,1353.0
19717,-121.67,39.26,58000.0,2106.0
9222,-120.43,36.99,63800.0,673.0
5472,-118.45,33.99,363200.0,573.0
18554,-122.04,36.96,206400.0,703.0
10434,-117.65,33.4,370800.0,910.0
3310,-122.63,38.94,81800.0,1832.0
18151,-122.04,37.34,271500.0,2496.0
900,-121.97,37.53,197000.0,1353.0
2279,-119.78,36.78,73400.0,959.0
4058,-118.44,34.15,301700.0,539.0
9059,-118.14,34.68,119600.0,1447.0
17812,-121.86,37.39,258100.0,1235.0
5887,-118.33,34.15,17500.0,259.0
15321,-117.34,33.21,145700.0,1302.0
259,-122.2,37.77,102000.0,1024.0
11504,-118.1,33.74,400000.0,531.0
20019,-119.05,36.09,99200.0,1749.0
1647,-121.82,37.81,485400.0,2089.0
11020,-117.81,33.83,477100.0,2569.0
2910,-119.04,35.36,66900.0,1051.0
10154,-117.9,33.88,375400.0,947.0
230,-122.2,37.79,169600.0,667.0
20362,-118.95,34.17,247600.0,1184.0
11199,-117.9,33.83,164700.0,2720.0
3784,-118.38,34.16,309400.0,1055.0
14538,-117.15,32.93,185300.0,1515.0
5572,-118.3,33.86,230200.0,1083.0
7324,-118.18,33.98,156100.0,2237.0
11478,-118.01,33.73,302500.0,1766.0
13908,-116.4,34.09,97800.0,2098.0
17927,-121.96,37.35,251300.0,699.0
16769,-122.47,37.7,281300.0,370.0
14800,-117.11,32.59,153100.0,1538.0
15829,-122.43,37.75,355600.0,871.0
9572,-120.57,37.35,101300.0,520.0
7702,-118.13,33.96,266000.0,958.0
19646,-120.79,37.49,160700.0,687.0
5460,-118.47,34.0,305800.0,1801.0
12280,-116.99,33.92,147500.0,293.0
11149,-117.96,33.84,186300.0,1617.0
17116,-122.16,37.47,162600.0,3091.0
6388,-118.03,34.16,484700.0,667.0
14409,-117.22,32.78,175000.0,1010.0
12128,-117.23,33.91,127200.0,7596.0
10168,-117.94,33.88,365100.0,833.0
11747,-121.14,38.84,236500.0,1161.0
17616,-121.93,37.28,214000.0,1537.0
17570,-121.94,37.32,225800.0,1163.0
2626,-124.17,40.74,128900.0,873.0
14694,-117.11,32.78,73500.0,1170.0
9757,-121.44,36.51,114700.0,1468.0
17553,-121.88,37.33,175000.0,549.0
3585,-118.52,34.22,318100.0,2891.0
16057,-122.49,37.76,331200.0,1091.0
20228,-119.29,34.28,192500.0,1537.0
15533,-117.1,33.14,159500.0,4917.0
7796,-118.07,33.9,162700.0,776.0
12637,-121.47,38.48,67300.0,2048.0
12932,-121.23,38.65,212900.0,1349.0
15056,-116.93,32.79,140600.0,3108.0
13337,-117.68,34.04,186500.0,321.0
9362,-122.53,37.93,393200.0,887.0
16262,-121.25,37.95,55300.0,1208.0
5345,-118.42,34.04,409800.0,639.0
6482,-118.02,34.09,191800.0,1199.0
16447,-121.28,38.14,99500.0,1431.0
10221,-117.89,33.88,175000.0,1549.0
12044,-117.51,33.89,158000.0,2690.0
4936,-118.27,34.0,106900.0,1276.0
7704,-118.14,33.96,277200.0,1333.0
5671,-118.31,33.72,326700.0,1372.0
2066,-119.82,36.64,96000.0,1008.0
3472,-118.49,34.29,431800.0,1714.0
19189,-122.67,38.44,172200.0,1786.0
13060,-121.28,38.6,112500.0,848.0
13980,-116.88,34.19,225000.0,106.0
18456,-121.79,37.23,259500.0,1226.0
16097,-122.5,37.75,291500.0,838.0
3226,-119.65,36.32,50400.0,713.0
17488,-119.82,34.44,150000.0,793.0
8157,-118.12,33.81,224600.0,1155.0
19004,-121.96,38.32,130600.0,2749.0
19990,-119.32,36.19,69700.0,2013.0
18634,-121.99,37.05,353000.0,955.0
18126,-122.03,37.34,231200.0,674.0
6224,-117.93,34.05,205100.0,848.0
18319,-122.12,37.43,398100.0,1411.0
6105,-117.89,34.12,141300.0,1396.0
16306,-121.36,38.01,173300.0,451.0
1957,-120.78,38.73,127900.0,1606.0
487,-122.26,37.86,289500.0,1461.0
16384,-121.28,38.02,95900.0,1258.0
20569,-121.76,38.66,133400.0,2866.0
8091,-118.21,33.82,146800.0,1157.0
5848,-118.31,34.18,181300.0,1700.0
12300,-116.87,33.93,54600.0,2589.0
20028,-119.01,36.08,55500.0,1154.0
11044,-117.83,33.82,150000.0,940.0
12696,-121.42,38.6,102800.0,574.0
6023,-117.75,34.05,93300.0,1494.0
13660,-117.32,34.02,123100.0,1006.0
13213,-117.71,34.04,231800.0,1859.0
10928,-117.9,33.75,159500.0,1575.0
2783,-118.18,37.35,108300.0,1501.0
20045,-119.02,36.06,43100.0,1908.0
19869,-119.35,36.33,105600.0,568.0
6309,-117.99,34.04,168300.0,4027.0
17413,-120.59,34.7,28300.0,12427.0
10511,-117.69,33.53,282900.0,2396.0
20253,-119.19,34.23,234300.0,2415.0
19052,-121.76,38.25,212500.0,905.0
4336,-118.3,34.08,205600.0,1502.0
19666,-120.83,37.51,150000.0,1226.0
1020,-121.78,37.66,193000.0,900.0
9188,-117.86,34.24,14999.0,628.0
6484,-118.02,34.09,170000.0,1976.0
14540,-117.15,32.92,168300.0,1377.0
3274,-122.91,39.05,93500.0,621.0
20491,-118.67,34.27,191800.0,1390.0
11145,-117.98,33.85,181500.0,1085.0
3882,-118.52,34.22,195400.0,959.0
15105,-117.01,32.83,121900.0,7302.0
15418,-117.25,33.22,142600.0,1160.0
4877,-118.25,34.02,158300.0,356.0
7427,-118.2,33.95,165300.0,788.0
4525,-118.21,34.04,155000.0,1153.0
16365,-121.31,38.02,92100.0,2734.0
2736,-115.57,32.79,68100.0,864.0
9282,-122.58,38.1,276300.0,5600.0
134,-122.19,37.83,335200.0,463.0
15168,-117.06,33.02,121100.0,279.0
16403,-121.19,38.04,177100.0,290.0
5597,-118.23,33.8,187500.0,165.0
12585,-121.5,38.53,192000.0,1188.0
5701,-118.25,34.22,301200.0,1089.0
13348,-117.64,34.03,159100.0,2088.0
16912,-122.34,37.56,500001.0,1139.0
16976,-122.31,37.57,273700.0,979.0
18399,-121.76,37.23,233900.0,2240.0
15624,-122.41,37.8,500001.0,629.0
8132,-118.12,33.83,222800.0,797.0
13789,-117.62,34.44,140200.0,3767.0
10906,-117.85,33.74,159800.0,1214.0
4972,-118.28,34.0,118800.0,3612.0
8941,-118.46,34.01,500001.0,664.0
12700,-121.41,38.61,105500.0,1322.0
4205,-118.25,34.11,217800.0,1667.0
4590,-118.28,34.06,187500.0,990.0
1579,-122.02,37.88,287300.0,1087.0
2968,-119.1,35.35,131000.0,1916.0
12554,-121.47,38.55,55800.0,861.0
6290,-117.92,34.05,161900.0,1743.0
485,-122.26,37.86,253600.0,3276.0
7786,-118.05,33.9,155000.0,975.0
967,-121.88,37.67,311500.0,1543.0
11838,-120.98,39.93,87800.0,912.0
9469,-123.79,39.44,105800.0,761.0
10110,-117.95,33.92,137000.0,2038.0
6544,-118.02,34.05,156300.0,2050.0
7306,-118.2,33.99,154700.0,2140.0
1947,-120.87,38.71,167400.0,1302.0
16131,-122.48,37.79,457800.0,2246.0
8645,-118.4,33.87,500001.0,911.0
2225,-119.84,36.81,188300.0,937.0
4328,-118.33,34.08,442900.0,1345.0
3533,-118.54,34.26,500001.0,1929.0
8870,-118.4,34.06,500001.0,748.0
18515,-122.02,36.98,187500.0,984.0
19815,-119.28,36.54,57400.0,1222.0
18349,-122.17,37.43,387500.0,7174.0
10510,-117.69,33.54,272000.0,801.0
14165,-117.07,32.77,167600.0,699.0
6921,-118.03,34.01,403700.0,2975.0
4448,-118.21,34.07,191700.0,1452.0
10418,-117.62,33.42,500001.0,998.0
6173,-117.93,34.08,187100.0,806.0
19053,-121.69,38.16,96400.0,824.0
9444,-119.82,37.57,92400.0,643.0
20266,-119.18,34.21,213900.0,1522.0
13522,-117.41,34.23,155000.0,439.0
6114,-117.9,34.13,133000.0,1564.0
4602,-118.27,34.05,275000.0,1194.0
6978,-118.03,33.97,238500.0,1190.0
16415,-121.26,37.88,158300.0,256.0
2549,-124.17,40.79,70500.0,1169.0
11025,-117.82,33.79,222300.0,3657.0
18159,-122.03,37.36,411900.0,948.0
3704,-118.37,34.19,185100.0,2203.0
8188,-118.13,33.79,500001.0,1132.0
14875,-117.08,32.63,139800.0,1607.0
16694,-120.65,35.12,178100.0,1425.0
19210,-122.71,38.46,159300.0,965.0
7285,-118.24,33.98,125000.0,1288.0
14585,-117.19,32.84,197100.0,1250.0
13551,-117.31,34.11,64000.0,1225.0
7884,-118.13,33.87,194600.0,2326.0
9999,-121.0,39.09,162500.0,246.0
2904,-119.01,35.37,84400.0,568.0
20588,-121.59,39.15,61300.0,938.0
16961,-122.29,37.53,368200.0,419.0
12143,-117.21,33.82,122100.0,1943.0
19663,-120.84,37.49,86100.0,1234.0
601,-122.08,37.7,209900.0,1645.0
7047,-118.05,33.95,170800.0,1600.0
16716,-120.67,35.5,175000.0,1422.0
14298,-117.13,32.72,126600.0,1208.0
3728,-118.43,34.18,282200.0,1102.0
20313,-119.14,34.15,207700.0,1415.0
19149,-122.71,38.35,104200.0,1203.0
20247,-119.26,34.27,214300.0,394.0
2167,-119.83,36.78,80300.0,1660.0
16703,-120.61,35.06,273100.0,1257.0
17902,-121.99,37.37,237500.0,1610.0
19546,-121.0,37.63,73800.0,192.0
18412,-121.8,37.26,184400.0,2357.0
4322,-118.35,34.08,342000.0,908.0
14999,-117.03,32.74,129700.0,991.0
18407,-121.81,37.27,224000.0,1769.0
20526,-121.61,38.38,156900.0,952.0
17318,-120.13,34.63,394900.0,916.0
15510,-117.07,33.15,157700.0,936.0
2624,-124.02,40.72,119900.0,1658.0
8602,-118.38,33.87,316900.0,1101.0
8195,-118.14,33.79,212500.0,681.0
2545,-124.17,40.78,68300.0,731.0
15032,-116.99,32.79,165100.0,1003.0
5168,-118.27,33.95,93600.0,1753.0
16227,-121.32,37.97,88800.0,1093.0
741,-122.12,37.67,184700.0,1798.0
411,-122.28,37.89,327100.0,412.0
13189,-117.71,34.08,134300.0,1216.0
17237,-119.66,34.43,500001.0,2591.0
16334,-121.36,38.04,162100.0,1234.0
18065,-122.04,37.24,500001.0,539.0
18654,-121.96,36.98,229200.0,2265.0
2497,-120.67,36.72,112500.0,996.0
8709,-118.35,33.85,354200.0,916.0
17057,-122.24,37.48,362100.0,1722.0
16423,-121.49,37.94,162500.0,1848.0
4902,-118.25,34.01,100500.0,1980.0
2760,-115.52,32.67,67700.0,2807.0
2075,-119.84,36.75,57100.0,774.0
12005,-117.55,33.89,164800.0,1396.0
4193,-118.24,34.12,204200.0,801.0
18250,-122.08,37.39,342400.0,1023.0
7344,-118.15,33.97,181500.0,970.0
4059,-118.44,34.15,304500.0,713.0
17875,-121.99,37.4,235300.0,1343.0
3105,-117.68,35.63,105300.0,1777.0
14362,-117.22,32.73,291400.0,1640.0
17124,-122.13,37.46,159600.0,1133.0
14250,-117.09,32.72,111800.0,716.0
16318,-121.33,38.0,119600.0,1679.0
16705,-120.52,35.06,329700.0,655.0
286,-122.18,37.78,136700.0,1085.0
1323,-121.88,38.03,101400.0,725.0
19473,-120.98,37.68,118600.0,2203.0
18880,-122.26,38.1,133300.0,1794.0
19844,-119.09,36.42,52500.0,966.0
18400,-121.84,37.25,234600.0,3275.0
72,-122.29,37.81,75000.0,560.0
6325,-117.95,34.0,176300.0,1858.0
410,-122.28,37.9,346800.0,819.0
9147,-118.5,34.52,251800.0,3032.0
2078,-119.81,36.76,54200.0,1284.0
2012,-119.83,36.72,67500.0,46.0
13191,-117.69,34.08,142500.0,2129.0
16368,-121.31,38.01,101600.0,1304.0
8144,-118.09,33.83,227300.0,1308.0
16150,-122.48,37.78,337200.0,1427.0
9289,-122.51,38.06,118800.0,5162.0
2522,-122.38,39.68,67500.0,510.0
10090,-117.97,33.93,202000.0,918.0
14240,-117.09,32.7,94200.0,1887.0
12830,-121.43,38.69,96200.0,542.0
16033,-122.45,37.72,225000.0,1795.0
6076,-117.87,34.07,258700.0,2210.0
12315,-116.42,33.51,103100.0,102.0
4504,-118.2,34.05,117200.0,1085.0
12123,-117.27,33.93,164800.0,115.0
15003,-117.04,32.75,144000.0,1070.0
6692,-118.08,34.13,500001.0,733.0
10049,-120.99,39.13,155400.0,285.0
12029,-117.46,33.93,114700.0,2821.0
7177,-118.18,34.05,123100.0,817.0
17381,-120.38,34.96,226800.0,1144.0
10008,-121.19,39.05,180400.0,520.0
6613,-118.13,34.18,310900.0,1309.0
7000,-118.04,33.96,148800.0,1269.0
2298,-119.77,36.81,84700.0,661.0
3168,-118.92,35.26,63700.0,3450.0
6369,-117.99,34.16,262000.0,1851.0
8590,-118.39,33.89,438100.0,389.0
7738,-118.14,33.94,226500.0,1561.0
12246,-116.96,33.74,87600.0,1717.0
8603,-118.38,33.88,345500.0,1421.0
9091,-118.21,34.65,140100.0,2313.0
5385,-118.41,34.03,366700.0,1764.0
14085,-117.1,32.76,270800.0,883.0
6100,-117.89,34.12,168800.0,885.0
17223,-119.72,34.44,293800.0,663.0
18445,-121.81,37.25,251800.0,2128.0
1071,-121.84,39.74,85100.0,1181.0
19311,-122.89,38.38,267500.0,931.0
3429,-118.43,34.26,140900.0,1990.0
7712,-118.15,33.96,285500.0,1397.0
19352,-122.95,38.73,151300.0,863.0
15658,-122.42,37.79,225000.0,1761.0
2830,-119.01,35.4,44600.0,4781.0
4265,-118.32,34.1,450000.0,1463.0
16460,-121.3,38.12,229300.0,767.0
2045,-119.73,36.73,225000.0,1587.0
4771,-118.35,34.04,138000.0,1312.0
19883,-119.19,36.34,96900.0,1245.0
20161,-119.29,34.37,161200.0,793.0
10052,-121.04,39.19,144300.0,518.0
8922,-118.49,34.02,450000.0,716.0
205,-122.23,37.79,122500.0,1481.0
5925,-117.8,34.15,248700.0,3699.0
9895,-122.29,38.28,134200.0,1272.0
10480,-117.69,33.59,348100.0,1432.0
3351,-121.02,40.51,78300.0,406.0
13464,-117.38,34.13,107800.0,722.0
7181,-118.19,34.04,146900.0,1164.0
16617,-120.86,35.39,188300.0,629.0
